id,TARGET
EK202310003556,135.00184482572297
EK202310170625,149.5262372405524
EK202310167359,148.7592231593757
EK202310118370,131.1758076169015
EK202320006361,142.2669492045464
EK202310003542,141.87702904718805
EK202310125266,139.54429082399935
EK202310144740,132.4818940899164
EK202310137443,141.97198623943675
EK202310159067,155.92654131156598
EK202310245067,127.05199373584898
EK202310240556,133.43005563603393
EK202310166743,136.4977353793779
EK202310247454,132.79850682007114
EK202310215702,144.68735884609575
EK202310142190,162.64470659043315
EK202310205417,135.7674501488908
EK202310119601,134.54493094180737
EK202310190356,134.0198683952955
EK202310158758,146.3491562070137
EK202310145496,134.6887370197743
EK202310164763,148.15380406475876
EK202310200188,137.78087627082624
EK202310238803,160.33677266689952
EK202320005607,171.28084638912972
EK202310225681,143.22489946533506
EK202310127174,137.60599877636335
EK202310204317,162.15224714233804
EK202310179355,132.4706740478326
EK202310176524,151.40955130911388
EK202310237228,133.15904169989778
EK202310172549,165.4992488344337
EK202310168863,135.95446924011094
EK202310185904,153.8552468168614
EK202310133615,169.59852467261433
EK202310122063,130.78709257770126
EK202310121770,139.54717477304519
EK202310125590,133.1013905935257
EK202310172269,135.79793227380554
EK202310147894,139.92227439272915
EK202310137986,136.65389076744836
EK202310150838,137.4044956742002
EK202310104915,125.63852488197772
EK202310170090,135.4737379032636
EK202310165637,142.64196275225615
EK202310134467,132.40503658955635
EK202310182637,156.44004243504838
EK202310112116,150.9321361737259
EK202310241220,147.35999185624752
EK202310103801,147.75012703305174
EK202310177448,129.90706260071613
EK202310157860,174.60913822860837
EK202310211985,135.28254455786828
EK202310232907,132.41023857849083
EK202310162917,149.10974714776137
EK202310211786,124.3755215057882
EK202310132171,148.1295691529988
EK202310153694,138.80583104213085
EK202310174960,149.48774670028328
EK202310121096,128.74310013546216
EK202310222475,133.2284225974802
EK202310146254,153.72624296472625
EK202310111466,137.64448280088524
EK202310004385,171.18777940924664
EK202310108961,139.53815112507309
EK202310203170,140.0092315549205
EK202310161424,173.42527528388086
EK202310206583,143.08445697904372
EK202310138840,126.45374129762651
EK202310221976,139.17373805874024
EK202310143972,133.2458995537883
EK202310175420,137.94824960710136
EK202310227655,144.58254795154042
EK202310163389,137.17877783824432
EK202310239480,151.80999559965096
EK202310146467,141.4248427795808
EK202310162597,139.2660508149709
EK202310194862,140.9104097786294
EK202310152448,145.78281978417905
EK202310245431,153.9605538320459
EK202310206822,161.98861643333396
EK202310166559,145.7676871719432
EK202310221701,154.8042326828848
EK202310231403,126.4841077492749
EK202310156027,149.6840108726917
EK202310135956,136.4531279843332
EK202310183176,131.0738359449285
EK202310206055,170.2637420524787
EK202310167360,131.77118319448195
EK202310142701,145.43585323377442
EK202310156629,177.82692897031814
EK202310241352,151.37523451193874
EK202310123587,154.95125637209335
EK202310003639,155.83446943205598
EK202310158269,140.3600317280242
EK202320007090,146.7464692834661
EK202310111707,137.9975235070407
EK202310104096,146.09312990642664
EK202310235404,130.30844790736188
EK202310108783,142.66529976276814
EK202310116298,131.4952727887233
EK202310156281,158.8598948633029
EK202310164483,143.00035760418274
EK202310108212,124.72665536321988
EK202310233950,140.46402856050898
EK202310157041,140.0694448341437
EK202310104522,133.04753664856673
EK202310175972,154.33638976784775
EK202310225965,138.60082528797417
EK202310138403,131.8329561199523
EK202310234452,142.69954943521577
EK202310104614,160.66910507801677
EK202310117970,136.18098401955496
EK202310128727,135.89706472389656
EK202310190230,137.09224412608415
EK202310201465,150.0569382627816
EK202310197534,165.36411566647342
EK202310171846,129.52666178284883
EK202310193751,142.04528355560024
EK202310242967,136.76956774055688
EK202310112852,162.7733906042026
EK202310132804,141.7114698483222
EK202310127612,135.15894188624966
EK202310136082,174.66168051068283
EK202310186665,150.81254817387833
EK202310156519,133.7441969891604
EK202310108430,149.38932625987073
EK202310164930,148.0768741885216
EK202310153971,159.91035317537242
EK202310129412,133.82175493284305
EK202310124383,131.55958659056117
EK202310215858,157.3516741391135
EK202310104131,145.33959377552108
EK202310185040,150.99117284829308
EK202310119251,148.7086247800583
EK202310191724,152.62223243355604
EK202310149922,128.67800829806967
EK202310176193,138.7873419256134
EK202310204311,157.24090718714908
EK202310248324,153.52698779197166
EK202310120496,137.7249784914271
EK202310233548,135.7556793142713
EK202310219178,139.95316490475616
EK202310114723,145.1911272337374
EK202310185832,165.57152534797666
EK202310106587,154.95925177947285
EK202310239252,137.99290565121217
EK202310208710,141.80312973435693
EK202310244056,131.0841818797678
EK202310223702,123.70857357090554
EK202310236969,136.21744432653526
EK202310196070,147.95807587223254
EK202310227710,136.72413538803016
EK202310119702,140.81606960859628
EK202310143351,141.46655008592583
EK202310144967,135.46965076588003
EK202310207097,136.82845233501664
EK202310193281,130.4125396799587
EK202310223068,147.22673135583165
EK202310158743,135.65079405722173
EK202310142353,147.19086940219051
EK202310154024,152.73100303471787
EK202310136326,130.343407262563
EK202320006526,144.93167985958004
EK202310240160,140.4605506911958
EK202310230270,138.63031277794173
EK202310209591,136.33354075941392
EK202310201937,158.4556290510205
EK202310138686,151.05544364408215
EK202310125946,149.2203512102098
EK202310112949,137.04080632483618
EK202310128660,156.93835765753462
EK202310223565,141.36254391786474
EK202310155372,150.84625912910204
EK202310229467,140.68682145946593
EK202310232289,145.86867162243087
EK202310142439,157.24664341627363
EK202310128595,128.14654277152377
EK202310228661,129.72173026350876
EK202310220811,139.08737005503536
