id,label
3037,-1842.1584753320367
1760,-222.16638033788365
4212,1359.712352296469
1552,-337.2010195537806
4020,-1901.776876221222
3205,-1333.7934795720157
4444,2396.1472610870187
3661,4410.251647749253
2581,-591.429052143852
3453,-2761.134126352972
1304,5257.8863967241095
4676,3886.8949340712124
2924,2677.1747526126733
2118,-2994.144920817899
4815,-388.91033569694775
4029,-2187.005634942492
3802,-1381.4714568750762
1769,-140.239179411671
2588,-2691.256581766772
1903,-241.19409491047847
3668,1324.7052675763523
2127,3503.3034318690343
2315,2460.644570816526
1590,-2553.7781301960795
5130,5803.6284587060045
2771,-1626.2400984438204
4486,321.45767372820023
3491,-4081.938667325036
2543,1083.5766938249656
3657,4424.49365985554
2785,-725.7722468584649
4472,3114.8672992659153
1332,2065.2907112935445
4640,3192.393053308417
3465,-3482.7606774033784
1756,-90.07106286339095
4224,1683.7324031509334
3001,164.6347848097507
3233,3862.7843108450065
1564,-4413.2532701960745
4016,-2056.8500781075595
1904,2252.2894999311216
4678,4533.322116460619
3805,-1510.810545085391
3039,-2556.430762942389
4812,-433.97289091589386
2923,1419.6253004639
5108,1115.0472991627055
2749,4150.877453820676
3234,70.59905338671648
1563,-3498.0461610785146
4011,-4785.538933179751
1751,-1904.3136254678252
4223,2472.542405161226
3006,-1665.4073677612405
1335,-75.25594288322296
4647,780.5847689775301
3462,-3343.5634741872627
3650,533.8441218215261
2782,468.7985197334269
4475,825.4901571024991
3496,-2295.4785334611593
2544,-982.6672452337311
2776,1003.4465757508167
4481,3408.9436771521173
2312,-188.141712472078
1597,-865.1555407033296
5137,4635.687586252572
2120,2116.5404252588783
2180,-3365.951879095552
3052,-1771.3066799464661
4277,4448.085964393388
1705,-1160.0143317801867
4045,-3431.307247523355
5197,-1527.5155129187426
4879,-794.5410469872668
1537,-1827.1856541163568
3260,876.3661589623307
4421,-625.484296977676
3604,412.65499688744626
3436,-3236.338634060849
4613,-2128.8667255676846
1361,2288.643936398034
2722,1059.2545687881122
2510,360.9154616562833
1395,-267.93022844146816
2174,-1156.5821716044607
2948,1734.5064610142229
4283,4548.640533996117
5163,-358.00267790538265
2346,-434.5289118514864
3294,-193.16675853454538
3409,3176.869637312517
1950,929.4999467713067
4846,-1175.2537629921087
1508,3248.2214033224213
4248,19.123983441751154
2983,1780.044416740226
3851,-4356.329024833537
2379,-355.211887933537
3099,90.58827197735309
2977,-1115.480330090094
5164,297.32744761625116
2341,-2198.182567453545
3293,7841.20355054117
2173,158.1348291337832
4284,4099.9899245130155
2517,-387.09311167037316
1392,1273.4985902516644
2725,-1536.1017803001253
3431,-3361.9816602791047
4614,189.122967325423
1366,405.5882902321064
1968,-213.5843425446422
4426,-215.25410542108352
3603,-551.3460669526676
4042,-2772.5213437722105
5190,-2730.680869878068
1530,-2088.836265965584
3267,-1184.197184785846
2187,-2354.011087000667
3055,-5940.046315602288
3869,-5377.729505039651
4270,3306.2270307743925
1702,-1004.6377427279496
2528,455.6381942980216
2970,2453.805861275038
4089,-1691.8308129021266
2984,-1219.684248093234
3856,-3548.354375578312
3258,3269.655236531329
4841,-2790.3254706146404
1957,3270.898396863579
4419,337.4823426809612
1359,-606.7712711148469
2521,-501.84296395812066
2713,613.2277948411787
2377,728.0369002739645
5152,-1929.7936391739838
4080,-3160.6480509098105
3097,-1331.9067180082925
2145,3276.5016137882267
2979,-975.6724527050327
3251,3049.8933376802224
2383,-610.5253707050912
4074,-3515.220016892476
1506,1484.9391880889252
4848,-2280.8321406351333
4246,560.1242986821575
1734,-1204.1323351759306
3063,-3410.8207709191065
4622,3067.485849650309
1350,2174.026909007141
3407,3293.689925595347
3635,1195.8622682865514
4410,2936.0814911970942
3894,-5178.692366585711
2946,-983.3053725480561
4883,-1381.2321847747387
2348,-2215.149371792555
1995,-2350.159932518388
1961,4555.113275806344
3438,-3494.8400758916755
3860,-6755.020068915856
4279,2053.484221101799
5199,-479.91219228631246
1539,-1117.275429237523
4877,-519.4453350631694
3632,3786.520116433433
4417,3147.99463262462
1959,2268.233935249536
4625,-868.525477788721
1357,8.019436065607064
3400,3291.6367138279384
4241,4363.709669007594
1733,1485.916011359806
3064,170.17150140825882
3858,-3420.474860571398
3256,-3503.5986600206097
2384,981.3557769130363
4073,2901.510115857038
1501,1671.258153245446
3090,2832.7618568980333
2142,2678.921256294299
2370,1589.7643391713518
5155,-4658.669138240615
4087,-529.3770309698225
2714,114.51513382093079
2526,2803.1266339333465
4870,602.351984946003
3269,2341.433146723587
2189,-60.135299438206154
3867,-5733.028931880007
1368,1492.6208949481445
4428,-691.1822286041039
1966,2659.8550370376097
2519,-679.0908554050234
1992,2094.2395634892937
4884,-3304.2502939361725
3893,-5213.1507107636135
2941,4512.19238955699
5018,1712.1156267389624
2833,-707.5269915643408
2659,1905.6607662732727
4768,-3740.0534020664986
1814,-1073.730097005495
4902,-1425.2647375056918
3915,-4952.560084570568
3129,2161.1757099130846
2666,1801.0836630103088
4591,-478.9889866988885
2454,-1660.5864752035059
3586,1853.8217314122903
5215,-831.3268407055562
2030,4047.80473040865
2202,1057.5484248676266
1487,2171.7423519233266
5027,2742.9478802400713
1641,-2247.824843018417
4333,1941.3476925897796
3116,2042.4045291590921
3324,8705.379880862034
1473,-1986.6177543434612
4101,-2869.76572292851
2692,1181.8978969077793
3740,-1347.8238223959802
4565,1188.4725939667724
1225,493.3474372106632
4757,-145.74806002645406
3572,1758.320820948266
3912,-4994.722309287708
1679,-1422.64980904278
4905,-1595.6975792469648
4139,958.7398665380649
1813,674.3502052307014
3778,-2470.9491053862857
2498,-51.80048079682928
2834,-1126.8000263934155
2008,1950.5691717818654
4750,1207.3433143654704
3575,-553.8735992266115
2695,-552.5065233806693
3747,-2576.661449159759
4562,4228.156410572332
3323,794.5166254021856
1474,-9.310362081025017
4106,2161.1904505395696
1646,-2925.193973286016
4334,927.9967945935746
3111,1489.9733915694537
2205,3072.600156519259
1480,-757.0073624857587
5020,-1758.893765231034
5212,-1558.5906140049192
2037,1660.6557083258854
2453,752.947541975243
3581,1901.1324609106698
2661,5303.005260967124
4596,2661.0115937966734
1825,1417.312525439514
4759,-1725.320191336044
3924,-4504.481648860047
3118,-1806.2281037674472
4933,-1427.082110076266
2802,-2910.6844098463903
1489,2917.983106857284
5029,3981.0377064986665
2668,1321.785013110333
3588,964.7844894047449
1442,439.9955431523807
4130,1653.8365779083492
3315,883.3733777502223
3127,1450.876040739006
1670,-813.6968933571392
4302,1149.6292397671295
3543,-2872.928882406144
2491,3187.0590169822067
4766,-95.4392878957472
4554,2857.187374555293
3771,-1977.7503702910665
2465,-1355.6795357391143
4792,-1502.8338398998642
3785,-3057.37418522339
2657,221.32727910308603
5016,4199.407808925199
2233,414.59648006254076
2001,-359.5569724269032
1684,-2738.2539013738733
4598,10.113941109132977
2805,-509.3234397043615
2039,2087.6021354884792
4934,-613.6066758643454
4108,2366.4316753521343
1648,-1864.045802978592
3923,-4647.139367404617
3749,-2009.6187488615924
1822,-1340.0285664141813
2006,643.9388219916879
1683,-1682.6015556637674
5011,5436.163703049059
